"Country","country_code","latitude","longitude","Month","Date","Depth","Day"
"Australia","AU",-25.274398,133.775136,"October",2019-10-01,2.1,1
"Australia","AU",-25.274398,133.775136,"November",2000-11-01,0.5,1
"Australia","AU",-25.274398,133.775136,"November",2001-11-01,-0.3,1
"Australia","AU",-25.274398,133.775136,"May",2001-05-01,0,1
"Australia","AU",-25.274398,133.775136,"May",2002-05-01,1.7,1
"Australia","AU",-25.274398,133.775136,"May",2003-05-01,1.3,1
"Australia","AU",-25.274398,133.775136,"May",2004-05-01,0.4,1
"Australia","AU",-25.274398,133.775136,"May",2005-05-01,1.5,1
"Australia","AU",-25.274398,133.775136,"May",2006-05-01,-0.6,1
"Australia","AU",-25.274398,133.775136,"May",2007-05-01,2.1,1
"Australia","AU",-25.274398,133.775136,"May",2008-05-01,0.7,1
"Australia","AU",-25.274398,133.775136,"May",2009-05-01,0.4,1
"Australia","AU",-25.274398,133.775136,"May",2010-05-01,0.9,1
"Australia","AU",-25.274398,133.775136,"May",2011-05-01,-0.9,1
"Australia","AU",-25.274398,133.775136,"May",2012-05-01,-0.1,1
"Australia","AU",-25.274398,133.775136,"May",2013-05-01,1.4,1
"Australia","AU",-25.274398,133.775136,"May",2014-05-01,2,1
"Australia","AU",-25.274398,133.775136,"May",2015-05-01,0.3,1
"Australia","AU",-25.274398,133.775136,"May",2016-05-01,2.3,1
"Australia","AU",-25.274398,133.775136,"May",2017-05-01,1,1
"Australia","AU",-25.274398,133.775136,"May",2018-05-01,0.6,1
"Australia","AU",-25.274398,133.775136,"May",2019-05-01,0.9,1
"Australia","AU",-25.274398,133.775136,"June",2000-06-01,-0.6,1
"Australia","AU",-25.274398,133.775136,"June",2001-06-01,0.9,1
"Australia","AU",-25.274398,133.775136,"June",2002-06-01,0.4,1
"Australia","AU",-25.274398,133.775136,"June",2003-06-01,0.8,1
"Australia","AU",-25.274398,133.775136,"June",2004-06-01,0.7,1
"Australia","AU",-25.274398,133.775136,"June",2005-06-01,1,1
"Australia","AU",-25.274398,133.775136,"June",2006-06-01,-0.8,1
"Australia","AU",-25.274398,133.775136,"December",2008-12-01,0.3,1
"Australia","AU",-25.274398,133.775136,"December",2009-12-01,1.1,1
"Australia","AU",-25.274398,133.775136,"December",2010-12-01,-0.3,1
"Australia","AU",-25.274398,133.775136,"June",2012-06-01,-0.5,1
"Australia","AU",-25.274398,133.775136,"June",2013-06-01,0.9,1
"Australia","AU",-25.274398,133.775136,"June",2014-06-01,0.6,1
"Australia","AU",-25.274398,133.775136,"June",2015-06-01,1.3,1
"Australia","AU",-25.274398,133.775136,"June",2016-06-01,1.3,1
"Australia","AU",-25.274398,133.775136,"June",2017-06-01,0.5,1
"Australia","AU",-25.274398,133.775136,"June",2018-06-01,0.3,1
"Australia","AU",-25.274398,133.775136,"June",2019-06-01,0.3,1
"Australia","AU",-25.274398,133.775136,"July",2000-07-01,0.7,1
"Australia","AU",-25.274398,133.775136,"July",2001-07-01,0.6,1
"Australia","AU",-25.274398,133.775136,"July",2002-07-01,0.5,1
"Australia","AU",-25.274398,133.775136,"January",2000-01-01,-0.6,1
"Australia","AU",-25.274398,133.775136,"January",2001-01-01,1.3,1
"Australia","AU",-25.274398,133.775136,"January",2002-01-01,0.1,1
