"Country","Month","Date","Depth","Day"
"Czechoslovakia","December",2001-12-01,NA,1
"Czechoslovakia","December",2002-12-01,NA,1
"Czechoslovakia","December",2003-12-01,NA,1
"Czechoslovakia","December",2004-12-01,NA,1
"Czechoslovakia","December",2005-12-01,NA,1
"Czechoslovakia","December",2006-12-01,NA,1
"Czechoslovakia","December",2007-12-01,NA,1
"Czechoslovakia","December",2008-12-01,NA,1
"Czechoslovakia","December",2009-12-01,NA,1
"Czechoslovakia","December",2010-12-01,NA,1
"Czechoslovakia","December",2011-12-01,NA,1
"Czechoslovakia","December",2012-12-01,NA,1
"Czechoslovakia","December",2013-12-01,NA,1
"Czechoslovakia","December",2014-12-01,NA,1
"Czechoslovakia","December",2015-12-01,NA,1
"Czechoslovakia","December",2016-12-01,NA,1
"Czechoslovakia","December",2017-12-01,NA,1
"Czechoslovakia","December",2018-12-01,NA,1
"Czechoslovakia","December",2019-12-01,NA,1
"Estonia","January",2000-01-01,3.727,1
"Estonia","January",2001-01-01,4.829,1
"Estonia","January",2002-01-01,3.598,1
"Estonia","January",2003-01-01,-1.24,1
"Estonia","January",2004-01-01,-0.308,1
"Estonia","January",2005-01-01,5.321,1
"Estonia","January",2006-01-01,1.256,1
"Estonia","January",2007-01-01,5.066,1
"Estonia","January",2008-01-01,5.65,1
"Estonia","January",2009-01-01,3.366,1
"Estonia","January",2010-01-01,-5.546,1
"Estonia","January",2011-01-01,1.814,1
"Estonia","January",2012-01-01,2.05,1
"Estonia","January",2013-01-01,0.253,1
"Estonia","January",2014-01-01,-0.347,1
"Estonia","January",2015-01-01,4.843,1
"Estonia","January",2016-01-01,-2.391,1
"Estonia","January",2017-01-01,3.249,1
"Estonia","January",2018-01-01,4.203,1
"Estonia","January",2019-01-01,1.325,1
"Estonia","February",2000-02-01,5.306,1
"Estonia","February",2001-02-01,1.23,1
"Estonia","February",2002-02-01,6.493,1
"Estonia","February",2003-02-01,0.911,1
"Estonia","February",2004-02-01,2.649,1
"Estonia","February",2005-02-01,0.979,1
"Estonia","February",2006-02-01,-1.395,1
"Estonia","February",2007-02-01,-2.095,1
"Estonia","February",2008-02-01,7.594,1
"Estonia","February",2009-02-01,2.413,1
"Estonia","February",2010-02-01,-1.037,1
"Estonia","February",2011-02-01,-3.223,1
"Estonia","February",2012-02-01,-2.194,1
"Estonia","February",2013-02-01,3.863,1
"Estonia","February",2014-02-01,6.572,1
"Estonia","February",2015-02-01,6.248,1
"Estonia","February",2016-02-01,6.814,1
"Estonia","February",2017-02-01,3.906,1
"Estonia","February",2018-02-01,-0.638,1
"Estonia","February",2019-02-01,6.487,1
"Estonia","March",2000-03-01,3.06,1
"Estonia","March",2001-03-01,0.737,1
"Estonia","March",2002-03-01,4.349,1
"Estonia","March",2003-03-01,2.297,1
"Estonia","March",2004-03-01,2.909,1
"Estonia","March",2005-03-01,-2.324,1
"Estonia","March",2006-03-01,-1.947,1
"Estonia","March",2007-03-01,6.842,1
"Estonia","March",2008-03-01,3.741,1
"Estonia","March",2009-03-01,2.298,1
"Estonia","March",2010-03-01,1.169,1
"Estonia","March",2011-03-01,1.821,1
"Estonia","March",2012-03-01,3.504,1
"Estonia","March",2013-03-01,-3.142,1
"Estonia","March",2014-03-01,5.605,1
"Estonia","March",2015-03-01,5.775,1
"Estonia","March",2016-03-01,3.581,1
"Estonia","March",2017-03-01,4.426,1
"Estonia","March",2018-03-01,-0.452,1
"Estonia","March",2019-03-01,4.208,1
"Estonia","April",2000-04-01,4.316,1
"Estonia","April",2001-04-01,3.095,1
"Estonia","April",2002-04-01,2.505,1
"Estonia","April",2003-04-01,-0.344,1
"Estonia","April",2004-04-01,2.017,1
"Estonia","April",2005-04-01,1.64,1
"Estonia","April",2006-04-01,1.514,1
"Estonia","April",2007-04-01,2.315,1
"Estonia","April",2008-04-01,3.379,1
"Estonia","April",2009-04-01,2.366,1
"Estonia","April",2010-04-01,2.199,1
"Estonia","April",2011-04-01,2.634,1
"Estonia","April",2012-04-01,1.691,1
"Estonia","April",2013-04-01,0.15,1
"Estonia","April",2014-04-01,2.894,1
"Estonia","April",2015-04-01,2.388,1
"Estonia","April",2016-04-01,2.405,1
"Estonia","April",2017-04-01,0.265,1
"Estonia","April",2018-04-01,3.045,1
"Estonia","April",2019-04-01,3.522,1
"Estonia","May",2000-05-01,1.052,1
"Estonia","May",2001-05-01,0.722,1
"Estonia","May",2002-05-01,2.825,1
"Estonia","May",2003-05-01,1.249,1
"Estonia","May",2004-05-01,0.796,1
"Estonia","May",2005-05-01,0.986,1
"Estonia","May",2006-05-01,1.181,1
"Estonia","May",2007-05-01,2.003,1
"Estonia","May",2008-05-01,1.099,1
"Estonia","May",2009-05-01,1.669,1
"Estonia","May",2010-05-01,2.669,1
"Estonia","May",2011-05-01,1.143,1
"Estonia","May",2012-05-01,1.905,1
"Estonia","May",2013-05-01,4.114,1
"Estonia","May",2014-05-01,2.111,1
"Estonia","May",2015-05-01,0.651,1
"Estonia","May",2016-05-01,3.559,1
"Estonia","May",2017-05-01,0.231,1
"Estonia","May",2018-05-01,4.899,1
"Estonia","May",2019-05-01,1.202,1
"Estonia","June",2000-06-01,-0.49,1
"Estonia","June",2001-06-01,-0.46,1
"Estonia","June",2002-06-01,1.427,1
"Estonia","June",2003-06-01,-1.124,1
"Estonia","June",2004-06-01,-1.188,1
"Estonia","June",2005-06-01,-0.369,1
"Estonia","June",2006-06-01,1.231,1
"Estonia","June",2007-06-01,1.318,1
"Estonia","June",2008-06-01,0.061,1
"Estonia","June",2009-06-01,-0.513,1
"Estonia","June",2010-06-01,0.144,1
"Estonia","June",2011-06-01,2.517,1
"Estonia","June",2012-06-01,-1.079,1
"Estonia","June",2013-06-01,3.014,1
"Estonia","June",2014-06-01,-0.783,1
"Estonia","June",2015-06-01,-0.537,1
"Estonia","June",2016-06-01,1.222,1
"Estonia","June",2017-06-01,-0.857,1
"Estonia","June",2018-06-01,0.731,1
"Estonia","June",2019-06-01,3.095,1
"Estonia","July",2000-07-01,0.085,1
"Estonia","July",2001-07-01,3.93,1
"Estonia","July",2002-07-01,2.51,1
"Estonia","July",2003-07-01,3.6,1
"Estonia","July",2004-07-01,0.377,1
"Estonia","July",2005-07-01,2.057,1
"Estonia","July",2006-07-01,2.374,1
"Estonia","July",2007-07-01,0.71,1
"Estonia","July",2008-07-01,0.545,1
"Estonia","July",2009-07-01,0.827,1
"Estonia","July",2010-07-01,5.408,1
"Estonia","July",2011-07-01,4.009,1
"Estonia","July",2012-07-01,1.665,1
"Estonia","July",2013-07-01,1.391,1
"Estonia","July",2014-07-01,3.234,1
"Estonia","July",2015-07-01,-0.039,1
"Estonia","July",2016-07-01,1.665,1
"Estonia","July",2017-07-01,-0.526,1
"Estonia","July",2018-07-01,3.784,1
"Estonia","July",2019-07-01,0.184,1
"Estonia","August",2000-08-01,0.043,1
"Estonia","August",2001-08-01,0.86,1
"Estonia","August",2002-08-01,3.201,1
"Estonia","August",2003-08-01,0.782,1
"Estonia","August",2004-08-01,1.792,1
"Estonia","August",2005-08-01,0.965,1
"Estonia","August",2006-08-01,2.373,1
"Estonia","August",2007-08-01,2.492,1
"Estonia","August",2008-08-01,0.527,1
"Estonia","August",2009-08-01,0.605,1
"Estonia","August",2010-08-01,2.874,1
"Estonia","August",2011-08-01,1.41,1
"Estonia","August",2012-08-01,0.217,1
"Estonia","August",2013-08-01,1.527,1
"Estonia","August",2014-08-01,1.915,1
"Estonia","August",2015-08-01,1.521,1
"Estonia","August",2016-08-01,0.8,1
"Estonia","August",2017-08-01,0.907,1
"Estonia","August",2018-08-01,2.81,1
"Estonia","August",2019-08-01,1.052,1
"Estonia","September",2000-09-01,-0.828,1
"Estonia","September",2001-09-01,1.264,1
"Estonia","September",2002-09-01,0.605,1
"Estonia","September",2003-09-01,0.955,1
"Estonia","September",2004-09-01,1.665,1
"Estonia","September",2005-09-01,2.033,1
"Estonia","September",2006-09-01,3.281,1
"Estonia","September",2007-09-01,0.581,1
"Estonia","September",2008-09-01,-0.531,1
"Estonia","September",2009-09-01,2.338,1
"Estonia","September",2010-09-01,0.724,1
"Estonia","September",2011-09-01,2.234,1
"Estonia","September",2012-09-01,1.667,1
"Estonia","September",2013-09-01,1.068,1
"Estonia","September",2014-09-01,1.667,1
"Estonia","September",2015-09-01,2.247,1
"Estonia","September",2016-09-01,1.923,1
"Estonia","September",2017-09-01,1.357,1
"Estonia","September",2018-09-01,3.161,1
"Estonia","September",2019-09-01,0.928,1
"Estonia","October",2000-10-01,3.008,1
"Estonia","October",2001-10-01,2.181,1
"Estonia","October",2002-10-01,-4.04,1
"Estonia","October",2003-10-01,-1.464,1
"Estonia","October",2004-10-01,0.666,1
"Estonia","October",2005-10-01,1.825,1
"Estonia","October",2006-10-01,2.8,1
"Estonia","October",2007-10-01,1.214,1
"Estonia","October",2008-10-01,2.588,1
"Estonia","October",2009-10-01,-1.307,1
"Estonia","October",2010-10-01,-0.883,1
"Estonia","October",2011-10-01,1.853,1
"Estonia","October",2012-10-01,0.591,1
"Estonia","October",2013-10-01,1.385,1
"Estonia","October",2014-10-01,0.279,1
"Estonia","October",2015-10-01,-0.225,1
"Estonia","October",2016-10-01,-1.047,1
"Estonia","October",2017-10-01,0.012,1
"Estonia","October",2018-10-01,1.504,1
"Estonia","October",2019-10-01,0.932,1
"Estonia","November",2000-11-01,3.539,1
"Estonia","November",2001-11-01,-0.288,1
"Estonia","November",2002-11-01,-1.786,1
"Estonia","November",2003-11-01,2.125,1
"Estonia","November",2004-11-01,-0.336,1
"Estonia","November",2005-11-01,2.585,1
"Estonia","November",2006-11-01,2.007,1
"Estonia","November",2007-11-01,-0.071,1
"Estonia","November",2008-11-01,2.055,1
"Estonia","November",2009-11-01,2.065,1
"Estonia","November",2010-11-01,-0.384,1
"Estonia","November",2011-11-01,3.64,1
"Estonia","November",2012-11-01,2.473,1
"Estonia","November",2013-11-01,3.367,1
"Estonia","November",2014-11-01,1.258,1
"Estonia","November",2015-11-01,3.51,1
"Estonia","November",2016-11-01,-1.187,1
"Estonia","November",2017-11-01,2.099,1
"Estonia","November",2018-11-01,2.181,1
"Estonia","November",2019-11-01,2.103,1
"Estonia","December",2000-12-01,4.093,1
"Estonia","December",2001-12-01,-3.677,1
"Estonia","December",2002-12-01,-4.632,1
"Estonia","December",2003-12-01,3.406,1
"Estonia","December",2004-12-01,3.649,1
"Estonia","December",2005-12-01,0.439,1
"Estonia","December",2006-12-01,6.812,1
"Estonia","December",2007-12-01,4.573,1
"Estonia","December",2008-12-01,3.254,1
"Estonia","December",2009-12-01,-0.731,1
"Estonia","December",2010-12-01,-4.243,1
"Estonia","December",2011-12-01,5.235,1
"Estonia","December",2012-12-01,-2.727,1
"Estonia","December",2013-12-01,4.885,1
"Estonia","December",2014-12-01,2.335,1
"Estonia","December",2015-12-01,5.842,1
"Estonia","December",2016-12-01,3.217,1
"Estonia","December",2017-12-01,4.083,1
"Estonia","December",2018-12-01,1.514,1
"Estonia","December",2019-12-01,5.316,1
"Gabon","January",2000-01-01,-0.001,1
"Gabon","January",2001-01-01,0.076,1
"Gabon","January",2002-01-01,0.506,1
"Gabon","January",2003-01-01,0.369,1
"Gabon","January",2004-01-01,0.923,1
"Gabon","January",2005-01-01,0.369,1
"Gabon","January",2006-01-01,0.691,1
"Gabon","January",2007-01-01,0.976,1
"Gabon","January",2008-01-01,0.284,1
"Gabon","January",2009-01-01,0.505,1
"Gabon","January",2010-01-01,1.104,1
"Gabon","January",2011-01-01,0.427,1
"Gabon","January",2012-01-01,-0.002,1
"Gabon","January",2013-01-01,0.628,1
"Gabon","January",2014-01-01,0.804,1
"Gabon","January",2015-01-01,0.738,1
"Gabon","January",2016-01-01,1.334,1
"Gabon","January",2017-01-01,1.274,1
"Gabon","January",2018-01-01,0.641,1
"Gabon","January",2019-01-01,1.074,1
"Gabon","February",2000-02-01,0.082,1
"Gabon","February",2001-02-01,0.262,1
"Gabon","February",2002-02-01,0.494,1
"Gabon","February",2003-02-01,0.897,1
"Gabon","February",2004-02-01,0.466,1
"Gabon","February",2005-02-01,1.235,1
"Gabon","February",2006-02-01,0.638,1
"Gabon","February",2007-02-01,0.767,1
"Gabon","February",2008-02-01,1.042,1
"Gabon","February",2009-02-01,0.289,1
"Gabon","February",2010-02-01,1.02,1
"Gabon","February",2011-02-01,0.132,1
"Gabon","February",2012-02-01,-0.199,1
"Gabon","February",2013-02-01,1.087,1
"Gabon","February",2014-02-01,1.001,1
"Gabon","February",2015-02-01,0.632,1
"Gabon","February",2016-02-01,1.951,1
"Gabon","February",2017-02-01,0.811,1
"Gabon","February",2018-02-01,1.465,1
"Gabon","February",2019-02-01,1.596,1
"Gabon","March",2000-03-01,0.249,1
"Gabon","March",2001-03-01,0.245,1
"Gabon","March",2002-03-01,0.375,1
"Gabon","March",2003-03-01,0.798,1
"Gabon","March",2004-03-01,1.394,1
"Gabon","March",2005-03-01,0.675,1
"Gabon","March",2006-03-01,0.66,1
"Gabon","March",2007-03-01,1.002,1
"Gabon","March",2008-03-01,0.285,1
"Gabon","March",2009-03-01,0.877,1
"Gabon","March",2010-03-01,1.469,1
"Gabon","March",2011-03-01,0.531,1
"Gabon","March",2012-03-01,0.656,1
"Gabon","March",2013-03-01,0.601,1
"Gabon","March",2014-03-01,0.367,1
"Gabon","March",2015-03-01,0.724,1
"Gabon","March",2016-03-01,1.08,1
"Gabon","March",2017-03-01,1.541,1
"Gabon","March",2018-03-01,0.542,1
"Gabon","March",2019-03-01,1.188,1
"Gabon","April",2000-04-01,-0.042,1
"Gabon","April",2001-04-01,0.055,1
"Gabon","April",2002-04-01,0.655,1
"Gabon","April",2003-04-01,0.053,1
"Gabon","April",2004-04-01,0.525,1
"Gabon","April",2005-04-01,0.723,1
"Gabon","April",2006-04-01,0.431,1
"Gabon","April",2007-04-01,0.794,1
"Gabon","April",2008-04-01,0.414,1
"Gabon","April",2009-04-01,0.713,1
"Gabon","April",2010-04-01,0.67,1
"Gabon","April",2011-04-01,0.233,1
"Gabon","April",2012-04-01,0.249,1
"Gabon","April",2013-04-01,0.965,1
"Gabon","April",2014-04-01,0.512,1
"Gabon","April",2015-04-01,1.013,1
"Gabon","April",2016-04-01,1.423,1
"Gabon","April",2017-04-01,1.735,1
"Gabon","April",2018-04-01,0.398,1
"Gabon","April",2019-04-01,1.501,1
"Gabon","May",2000-05-01,0.311,1
"Gabon","May",2001-05-01,0.487,1
"Gabon","May",2002-05-01,0.784,1
"Gabon","May",2003-05-01,0.538,1
"Gabon","May",2004-05-01,0.331,1
"Gabon","May",2005-05-01,0.549,1
"Gabon","May",2006-05-01,0.312,1
"Gabon","May",2007-05-01,0.937,1
"Gabon","May",2008-05-01,0.904,1
"Gabon","May",2009-05-01,0.351,1
"Gabon","May",2010-05-01,0.857,1
"Gabon","May",2011-05-01,0.55,1
"Gabon","May",2012-05-01,0.087,1
"Gabon","May",2013-05-01,0.439,1
"Gabon","May",2014-05-01,0.707,1
"Gabon","May",2015-05-01,0.96,1
"Gabon","May",2016-05-01,0.493,1
"Gabon","May",2017-05-01,1.439,1
"Gabon","May",2018-05-01,0.432,1
"Gabon","May",2019-05-01,1.443,1
"Gabon","June",2000-06-01,0.717,1
"Gabon","June",2001-06-01,0.929,1
"Gabon","June",2002-06-01,0.782,1
"Gabon","June",2003-06-01,0.946,1
"Gabon","June",2004-06-01,0.324,1
"Gabon","June",2005-06-01,0.107,1
"Gabon","June",2006-06-01,1.596,1
"Gabon","June",2007-06-01,0.938,1
"Gabon","June",2008-06-01,0.685,1
"Gabon","June",2009-06-01,1.094,1
"Gabon","June",2010-06-01,1.084,1
"Gabon","June",2011-06-01,0.766,1
"Gabon","June",2012-06-01,0.605,1
"Gabon","June",2013-06-01,0.618,1
"Gabon","June",2014-06-01,1.424,1
"Gabon","June",2015-06-01,0.724,1
"Gabon","June",2016-06-01,1.64,1
"Gabon","June",2017-06-01,0.927,1
"Gabon","June",2018-06-01,1.58,1
"Gabon","June",2019-06-01,2.15,1
"Gabon","July",2000-07-01,0.613,1
"Gabon","July",2001-07-01,0.714,1
"Gabon","July",2002-07-01,1.411,1
"Gabon","July",2003-07-01,1.837,1
"Gabon","July",2004-07-01,1.126,1
"Gabon","July",2005-07-01,0.536,1
"Gabon","July",2006-07-01,0.614,1
"Gabon","July",2007-07-01,1.464,1
"Gabon","July",2008-07-01,1.323,1
"Gabon","July",2009-07-01,0.901,1
"Gabon","July",2010-07-01,1.183,1
"Gabon","July",2011-07-01,0.846,1
"Gabon","July",2012-07-01,1.109,1
"Gabon","July",2013-07-01,0.852,1
"Gabon","July",2014-07-01,0.764,1
"Gabon","July",2015-07-01,1.504,1
"Gabon","July",2016-07-01,2.035,1
"Gabon","July",2017-07-01,1.661,1
"Gabon","July",2018-07-01,1.614,1
"Gabon","July",2019-07-01,2.361,1
"Gabon","August",2000-08-01,0.355,1
"Gabon","August",2001-08-01,0.205,1
"Gabon","August",2002-08-01,1.022,1
"Gabon","August",2003-08-01,1.596,1
"Gabon","August",2004-08-01,1.535,1
"Gabon","August",2005-08-01,0.882,1
"Gabon","August",2006-08-01,0.938,1
"Gabon","August",2007-08-01,1.387,1
"Gabon","August",2008-08-01,1.447,1
"Gabon","August",2009-08-01,1.048,1
"Gabon","August",2010-08-01,0.858,1
"Gabon","August",2011-08-01,0.869,1
"Gabon","August",2012-08-01,0.911,1
"Gabon","August",2013-08-01,0.769,1
"Gabon","August",2014-08-01,0.874,1
"Gabon","August",2015-08-01,0.908,1
"Gabon","August",2016-08-01,1.772,1
"Gabon","August",2017-08-01,1.678,1
"Gabon","August",2018-08-01,1.06,1
"Gabon","August",2019-08-01,2.114,1
"Gabon","September",2000-09-01,0.118,1
"Gabon","September",2001-09-01,-0.155,1
"Gabon","September",2002-09-01,0.685,1
"Gabon","September",2003-09-01,0.62,1
"Gabon","September",2004-09-01,0.05,1
"Gabon","September",2005-09-01,0.803,1
"Gabon","September",2006-09-01,0.462,1
"Gabon","September",2007-09-01,0.943,1
"Gabon","September",2008-09-01,1.068,1
"Gabon","September",2009-09-01,0.904,1
"Gabon","September",2010-09-01,0.844,1
"Gabon","September",2011-09-01,0.666,1
"Gabon","September",2012-09-01,0.544,1
"Gabon","September",2013-09-01,0.574,1
"Gabon","September",2014-09-01,0.52,1
"Gabon","September",2015-09-01,0.758,1
"Gabon","September",2016-09-01,1.592,1
"Gabon","September",2017-09-01,1.683,1
"Gabon","September",2018-09-01,0.918,1
"Gabon","September",2019-09-01,1.757,1
"Gabon","October",2000-10-01,0.189,1
"Gabon","October",2001-10-01,-0.274,1
"Gabon","October",2002-10-01,0.293,1
"Gabon","October",2003-10-01,0.701,1
"Gabon","October",2004-10-01,0.329,1
"Gabon","October",2005-10-01,0.303,1
"Gabon","October",2006-10-01,0.725,1
"Gabon","October",2007-10-01,0.475,1
"Gabon","October",2008-10-01,0.348,1
"Gabon","October",2009-10-01,0.519,1
"Gabon","October",2010-10-01,0.738,1
"Gabon","October",2011-10-01,0.197,1
"Gabon","October",2012-10-01,0.511,1
"Gabon","October",2013-10-01,0.717,1
"Gabon","October",2014-10-01,0.792,1
"Gabon","October",2015-10-01,0.965,1
"Gabon","October",2016-10-01,1.375,1
"Gabon","October",2017-10-01,0.945,1
"Gabon","October",2018-10-01,0.542,1
"Gabon","October",2019-10-01,1.006,1
"Gabon","November",2000-11-01,0.146,1
"Gabon","November",2001-11-01,-0.112,1
"Gabon","November",2002-11-01,0.046,1
"Gabon","November",2003-11-01,0.856,1
"Gabon","November",2004-11-01,0.947,1
"Gabon","November",2005-11-01,0.654,1
"Gabon","November",2006-11-01,0.418,1
"Gabon","November",2007-11-01,0.096,1
"Gabon","November",2008-11-01,0.94,1
"Gabon","November",2009-11-01,0.765,1
"Gabon","November",2010-11-01,0.73,1
"Gabon","November",2011-11-01,0.481,1
"Gabon","November",2012-11-01,0.857,1
"Gabon","November",2013-11-01,0.583,1
"Gabon","November",2014-11-01,0.648,1
"Gabon","November",2015-11-01,1.13,1
"Gabon","November",2016-11-01,0.79,1
"Gabon","November",2017-11-01,0.591,1
"Gabon","November",2018-11-01,1.353,1
"Gabon","November",2019-11-01,1.738,1
"Gabon","December",2000-12-01,-0.012,1
"Gabon","December",2001-12-01,0.251,1
"Gabon","December",2002-12-01,0.694,1
"Gabon","December",2003-12-01,0.735,1
"Gabon","December",2004-12-01,1.148,1
"Gabon","December",2005-12-01,0.41,1
"Gabon","December",2006-12-01,0.647,1
"Gabon","December",2007-12-01,0.367,1
"Gabon","December",2008-12-01,1.163,1
"Gabon","December",2009-12-01,0.538,1
"Gabon","December",2010-12-01,0.541,1
"Gabon","December",2011-12-01,0.217,1
"Gabon","December",2012-12-01,0.824,1
"Gabon","December",2013-12-01,0.723,1
"Gabon","December",2014-12-01,0.801,1
"Gabon","December",2015-12-01,1.268,1
"Gabon","December",2016-12-01,0.841,1
"Gabon","December",2017-12-01,0.564,1
"Gabon","December",2018-12-01,1.1,1
"Gabon","December",2019-12-01,1.637,1
"Guinea-Bissau","January",2000-01-01,2.609,1
"Guinea-Bissau","January",2001-01-01,1.706,1
"Guinea-Bissau","January",2002-01-01,1.639,1
"Guinea-Bissau","January",2003-01-01,1.55,1
"Guinea-Bissau","January",2004-01-01,1.506,1
"Guinea-Bissau","January",2005-01-01,1.657,1
"Guinea-Bissau","January",2006-01-01,1.441,1
"Guinea-Bissau","January",2007-01-01,1.443,1
"Guinea-Bissau","January",2008-01-01,1.45,1
"Guinea-Bissau","January",2009-01-01,0.317,1
"Guinea-Bissau","January",2010-01-01,1.315,1
"Guinea-Bissau","January",2011-01-01,1.635,1
"Guinea-Bissau","January",2012-01-01,1.409,1
"Guinea-Bissau","January",2013-01-01,1.09,1
"Guinea-Bissau","January",2014-01-01,1.473,1
"Guinea-Bissau","January",2015-01-01,1.571,1
"Guinea-Bissau","January",2016-01-01,2.651,1
"Guinea-Bissau","January",2017-01-01,2.123,1
"Guinea-Bissau","January",2018-01-01,1.674,1
"Guinea-Bissau","January",2019-01-01,1.894,1
"Guinea-Bissau","February",2000-02-01,1.036,1
"Guinea-Bissau","February",2001-02-01,1.037,1
"Guinea-Bissau","February",2002-02-01,1.785,1
"Guinea-Bissau","February",2003-02-01,0.249,1
"Guinea-Bissau","February",2004-02-01,1.208,1
"Guinea-Bissau","February",2005-02-01,1.677,1
"Guinea-Bissau","February",2006-02-01,1.175,1
"Guinea-Bissau","February",2007-02-01,1.323,1
"Guinea-Bissau","February",2008-02-01,2.563,1
"Guinea-Bissau","February",2009-02-01,0.69,1
"Guinea-Bissau","February",2010-02-01,2.383,1
"Guinea-Bissau","February",2011-02-01,0.889,1
"Guinea-Bissau","February",2012-02-01,0.986,1
"Guinea-Bissau","February",2013-02-01,1.519,1
"Guinea-Bissau","February",2014-02-01,1.405,1
"Guinea-Bissau","February",2015-02-01,1.785,1
"Guinea-Bissau","February",2016-02-01,1.658,1
"Guinea-Bissau","February",2017-02-01,2.014,1
"Guinea-Bissau","February",2018-02-01,0.543,1
"Guinea-Bissau","February",2019-02-01,1.832,1
"Guinea-Bissau","March",2000-03-01,1.644,1
"Guinea-Bissau","March",2001-03-01,1.047,1
"Guinea-Bissau","March",2002-03-01,1.33,1
"Guinea-Bissau","March",2003-03-01,1.726,1
"Guinea-Bissau","March",2004-03-01,1.64,1
"Guinea-Bissau","March",2005-03-01,2.109,1
"Guinea-Bissau","March",2006-03-01,1.667,1
"Guinea-Bissau","March",2007-03-01,1.846,1
"Guinea-Bissau","March",2008-03-01,2.314,1
"Guinea-Bissau","March",2009-03-01,1.215,1
"Guinea-Bissau","March",2010-03-01,2.071,1
"Guinea-Bissau","March",2011-03-01,1.095,1
"Guinea-Bissau","March",2012-03-01,1.631,1
"Guinea-Bissau","March",2013-03-01,1.998,1
"Guinea-Bissau","March",2014-03-01,1.119,1
"Guinea-Bissau","March",2015-03-01,1.204,1
"Guinea-Bissau","March",2016-03-01,2.503,1
"Guinea-Bissau","March",2017-03-01,1.914,1
"Guinea-Bissau","March",2018-03-01,2.273,1
"Guinea-Bissau","March",2019-03-01,1.528,1
"Guinea-Bissau","April",2000-04-01,2.094,1
"Guinea-Bissau","April",2001-04-01,1.267,1
"Guinea-Bissau","April",2002-04-01,0.461,1
"Guinea-Bissau","April",2003-04-01,1.181,1
"Guinea-Bissau","April",2004-04-01,1.175,1
"Guinea-Bissau","April",2005-04-01,1.675,1
"Guinea-Bissau","April",2006-04-01,0.908,1
"Guinea-Bissau","April",2007-04-01,1.436,1
"Guinea-Bissau","April",2008-04-01,2.015,1
"Guinea-Bissau","April",2009-04-01,1.238,1
"Guinea-Bissau","April",2010-04-01,2.142,1
"Guinea-Bissau","April",2011-04-01,1.743,1
"Guinea-Bissau","April",2012-04-01,1.609,1
"Guinea-Bissau","April",2013-04-01,1.019,1
"Guinea-Bissau","April",2014-04-01,1.918,1
"Guinea-Bissau","April",2015-04-01,1.03,1
"Guinea-Bissau","April",2016-04-01,1.908,1
"Guinea-Bissau","April",2017-04-01,2.557,1
"Guinea-Bissau","April",2018-04-01,1.706,1
"Guinea-Bissau","April",2019-04-01,2.002,1
"Guinea-Bissau","May",2000-05-01,0.031,1
"Guinea-Bissau","May",2001-05-01,0.864,1
"Guinea-Bissau","May",2002-05-01,0.627,1
"Guinea-Bissau","May",2003-05-01,1.142,1
"Guinea-Bissau","May",2004-05-01,0.927,1
"Guinea-Bissau","May",2005-05-01,1.651,1
"Guinea-Bissau","May",2006-05-01,0.776,1
"Guinea-Bissau","May",2007-05-01,1.423,1
"Guinea-Bissau","May",2008-05-01,1.943,1
"Guinea-Bissau","May",2009-05-01,1.159,1
"Guinea-Bissau","May",2010-05-01,2.323,1
"Guinea-Bissau","May",2011-05-01,0.751,1
"Guinea-Bissau","May",2012-05-01,1.182,1
"Guinea-Bissau","May",2013-05-01,1.772,1
"Guinea-Bissau","May",2014-05-01,1.267,1
"Guinea-Bissau","May",2015-05-01,1.847,1
"Guinea-Bissau","May",2016-05-01,1.519,1
"Guinea-Bissau","May",2017-05-01,1.728,1
"Guinea-Bissau","May",2018-05-01,0.651,1
"Guinea-Bissau","May",2019-05-01,1.133,1
"Guinea-Bissau","June",2000-06-01,0.459,1
"Guinea-Bissau","June",2001-06-01,1.51,1
"Guinea-Bissau","June",2002-06-01,1.11,1
"Guinea-Bissau","June",2003-06-01,-0.264,1
"Guinea-Bissau","June",2004-06-01,0.702,1
"Guinea-Bissau","June",2005-06-01,1.847,1
"Guinea-Bissau","June",2006-06-01,1.043,1
"Guinea-Bissau","June",2007-06-01,1.24,1
"Guinea-Bissau","June",2008-06-01,1.697,1
"Guinea-Bissau","June",2009-06-01,1.563,1
"Guinea-Bissau","June",2010-06-01,1.885,1
"Guinea-Bissau","June",2011-06-01,1.186,1
"Guinea-Bissau","June",2012-06-01,1.586,1
"Guinea-Bissau","June",2013-06-01,2.081,1
"Guinea-Bissau","June",2014-06-01,2.35,1
"Guinea-Bissau","June",2015-06-01,2.214,1
"Guinea-Bissau","June",2016-06-01,2.059,1
"Guinea-Bissau","June",2017-06-01,2.134,1
"Guinea-Bissau","June",2018-06-01,1.625,1
"Guinea-Bissau","June",2019-06-01,2.207,1
"Guinea-Bissau","July",2000-07-01,0.569,1
"Guinea-Bissau","July",2001-07-01,1.257,1
"Guinea-Bissau","July",2002-07-01,1.979,1
"Guinea-Bissau","July",2003-07-01,0.637,1
"Guinea-Bissau","July",2004-07-01,0.661,1
"Guinea-Bissau","July",2005-07-01,1.235,1
"Guinea-Bissau","July",2006-07-01,1.57,1
"Guinea-Bissau","July",2007-07-01,1.713,1
"Guinea-Bissau","July",2008-07-01,1.249,1
"Guinea-Bissau","July",2009-07-01,1.478,1
